OntoClass,OntoProperty,AntMin,AntMax,DataMin,DataMax,Mean,Mode,Quad. Mean,Kurtosis,Std. Deviation,Skewness,Variance,98P,2P,75P,25P,"Dist, Card.",Dist. Mean.,Dist. Quad. Mean.,Dist. Kur.,Dist. Std. Devi.,Dist. Skew.,Dist. Vari.,P. Min.,P. Max.,P. Mode.,P. 0,P.1,P. Mean,P. Quad. Mean.,P. Kurtosis.,P. Std. Dev.,P. Skew.,P. Vari.
dbo:MusicalWork,dbo:runtime,M0,ANY,0,264,4.58549,1,8.83755,67.55089,7.55487,4.4944,57.07608,24,0,7,1,86,49.32558,64.14972,8.66288,41.25486,2.26184,1701.96334,0.00001,0.44184,0.44184,0.2169,0.44184,0.01163,0.0538,55.25799,0.05284,7.20346,0.00279
dbo:MusicalWork,dbo:Work/runtime,M0,ANY,0,264,4.58549,1,8.83755,67.55089,7.55487,4.4944,57.07608,24,0,7,1,86,49.32558,64.14972,8.66288,41.25486,2.26184,1701.96334,0.00001,0.44184,0.44184,0.2169,0.44184,0.01163,0.0538,55.25799,0.05284,7.20346,0.00279
dbo:MusicalWork,owl:sameAs,M0,ANY,0,61,3.14712,0,6.43892,8.5905,5.61744,2.53053,31.55569,20,0,5,0,60,30.5,35.12976,-1.16957,17.5784,0,309,0.00001,0.63331,0.63331,0.63331,0.00014,0.01667,0.08307,56.66213,0.08207,7.44287,0.00674
dbo:MusicalWork,dc:subject,M0,ANY,0,42,3.08341,2,3.86017,32.06207,2.32241,3.97336,5.39358,9,0,4,2,41,20.09756,23.40732,-1.12904,12.14867,0.04869,147.59024,0.00001,0.3172,0.3172,0.02681,0.13469,0.02439,0.06918,11.61563,0.06554,3.36338,0.0043
dbo:MusicalWork,dbp:wikiPageUsesTemplate,M0,ANY,0,59,1.46983,0,3.29544,24.3915,2.94951,3.93027,8.69962,10,0,2,0,45,22.4,26.32363,-0.47864,13.98278,0.2979,195.51818,0.00001,0.63077,0.63077,0.63077,0.06677,0.02222,0.09639,40.93554,0.09485,6.28357,0.009
dbo:MusicalWork,dbp:title,M0,ANY,0,436,1.45269,0,5.61273,692.83277,5.42151,14.05193,29.39273,17,0,0,0,100,62.25,89.02309,15.82133,63.96059,3.41485,4090.95707,0.00001,0.87886,0.87886,0.87886,0.0105,0.01,0.08793,99.81383,0.0878,9.98625,0.00771
dbo:MusicalWork,dbo:genre,M0,ANY,0,14,1.35347,1,1.74705,2.79949,1.10469,1.16959,1.22034,4,0,2,1,13,6.15385,7.34847,-0.67726,4.18023,0.26853,17.47436,0.00001,0.41681,0.41681,0.21118,0.41681,0.07692,0.14809,2.78005,0.13172,1.83039,0.01735
dbo:MusicalWork,dbp:length,M0,ANY,0,263,1.34506,0,4.96919,174.02323,4.78371,7.69396,22.88384,16,0,0,0,91,50.15385,64.27328,9.81659,40.4178,2.36132,1633.59829,0.00001,0.88687,0.88687,0.88687,0.00454,0.01099,0.09301,90.86243,0.09287,9.52874,0.00863
dbo:MusicalWork,dbo:wikiPageExternalLink,M0,ANY,0,87,1.02618,0,2.09896,163.07643,1.83102,6.51733,3.35264,6,0,1,0,28,16.35714,23.1563,11.83819,16.69157,2.99259,278.60847,0.00002,0.52508,0.52508,0.52508,0.25245,0.03571,0.11241,16.50794,0.10854,3.95467,0.01178
dbo:MusicalWork,rdfs:label,M1,M1,0,1,0.989,1,0.99448,85.89105,0.10432,-9.37494,0.01088,1,1,1,1,2,0.5,0.70711,0,0.70711,0,0.5,0.011,0.989,0.989,0.011,0.989,0.5,0.69937,0,0.69154,0,0.47823
dbo:MusicalWork,rdfs:comment,M0,M1,0,1,0.98494,1,0.99244,61.42971,0.12178,-7.9642,0.01483,1,1,1,1,2,0.5,0.70711,0,0.70711,0,0.5,0.01506,0.98494,0.98494,0.01506,0.98494,0.5,0.69654,0,0.68581,0,0.47034
dbo:MusicalWork,dbo:abstract,M1,M1,0,1,0.98494,1,0.99244,61.42971,0.12178,-7.9642,0.01483,1,1,1,1,2,0.5,0.70711,0,0.70711,0,0.5,0.01506,0.98494,0.98494,0.01506,0.98494,0.5,0.69654,0,0.68581,0,0.47034
dbo:MusicalWork,dbo:notes,M0,ANY,0,95,0.77526,0,2.87148,146.94209,2.76486,8.47988,7.64445,9,0,0,0,51,28.56863,35.87697,1.55071,21.91826,1.20962,480.4102,0.00001,0.83195,0.83195,0.83195,0.046,0.01961,0.11683,50.45742,0.11632,7.08684,0.01353
dbo:MusicalWork,dbo:writer,M0,ANY,0,81,0.76174,0,2.18583,113.43086,2.04881,7.75599,4.19763,6,0,1,0,51,25.98039,30.98988,0.71513,17.06164,0.67321,291.09961,0.00001,0.69112,0.69112,0.69112,0.15924,0.01961,0.09988,44.81733,0.09891,6.56825,0.00978
dbo:MusicalWork,dbo:recordLabel,M0,ANY,0,8,0.76143,1,1.02776,1.89976,0.69031,0.8514,0.47652,2,0,1,0,8,3.625,4.4017,-0.65152,2.66927,0.29576,7.125,0.00002,0.53061,0.53061,0.36343,0.53061,0.125,0.22965,1.08639,0.20595,1.5516,0.04242
dbo:MusicalWork,dbo:previousWork,M0,ANY,0,10,0.67608,1,0.88506,0.48751,0.57118,0.24392,0.32625,2,0,1,0,8,3.875,4.88621,0.90645,3.18198,0.89625,10.125,0.00001,0.57361,0.57361,0.37573,0.57361,0.125,0.24308,1.45091,0.22287,1.64996,0.04967
dbo:MusicalWork,dbo:subsequentWork,M0,ANY,0,6,0.67429,1,0.88331,-0.22101,0.57059,0.20263,0.32558,2,0,1,0,7,3,3.60555,-1.2,2.16025,0,4.66667,0.00001,0.57216,0.57216,0.3773,0.57216,0.14286,0.25973,0.59718,0.23429,1.44399,0.05489
dbo:MusicalWork,dbo:producer,M0,ANY,0,26,0.62997,0,1.13214,37.68005,0.94068,4.06743,0.88489,3,0,1,0,20,9.85,11.80042,0.15996,6.66708,0.54209,44.45,0.00001,0.5315,0.5315,0.5315,0.37254,0.05,0.14594,8.39108,0.14067,3.0094,0.01979
dbo:MusicalWork,dbp:nombre,M0,ANY,0,55,0.39288,0,0.82941,549.69803,0.73047,13.94324,0.53358,1,0,1,0,29,15.37931,19.20129,3.3613,11.69986,1.4004,136.8867,0.00001,0.63894,0.63894,0.63894,0.34944,0.03448,0.13524,16.87858,0.13308,4.08513,0.01771
dbo:MusicalWork,dbp:discográfica,M0,ANY,0,8,0.38627,0,0.75027,5.17204,0.6432,1.92416,0.41371,2,0,1,0,9,4,4.76095,-1.2,2.73861,0,7.5,0.00002,0.68476,0.68476,0.68476,0.25795,0.11111,0.24442,5.7585,0.23091,2.39959,0.05332
dbo:MusicalWork,dbo:wikiPageID,M0,M1,0,1,0.36923,0,0.60765,-1.70633,0.4826,0.54194,0.2329,1,0,1,0,2,0.5,0.70711,0,0.70711,0,0.5,0.36923,0.63077,0.63077,0.63077,0.36923,0.5,0.51682,0,0.18493,0,0.0342
dbo:MusicalWork,dbo:wikiPageRevisionID,M0,M1,0,1,0.36923,0,0.60765,-1.70633,0.4826,0.54194,0.2329,1,0,1,0,2,0.5,0.70711,0,0.70711,0,0.5,0.36923,0.63077,0.63077,0.63077,0.36923,0.5,0.51682,0,0.18493,0,0.0342
dbo:MusicalWork,http://www.w3.org/ns/prov#wasDerivedFrom,M0,M1,0,1,0.36923,0,0.60765,-1.70633,0.4826,0.54194,0.2329,1,0,1,0,2,0.5,0.70711,0,0.70711,0,0.5,0.36923,0.63077,0.63077,0.63077,0.36923,0.5,0.51682,0,0.18493,0,0.0342
dbo:MusicalWork,foaf:isPrimaryTopicOf,M0,M1,0,1,0.36923,0,0.60765,-1.70633,0.4826,0.54194,0.2329,1,0,1,0,2,0.5,0.70711,0,0.70711,0,0.5,0.36923,0.63077,0.63077,0.63077,0.36923,0.5,0.51682,0,0.18493,0,0.0342
dbo:MusicalWork,dbo:wikiPageLength,M0,M1,0,1,0.36923,0,0.60765,-1.70633,0.4826,0.54194,0.2329,1,0,1,0,2,0.5,0.70711,0,0.70711,0,0.5,0.36923,0.63077,0.63077,0.63077,0.36923,0.5,0.51682,0,0.18493,0,0.0342
dbo:MusicalWork,dbo:wikiPageOutDegree,M0,M1,0,1,0.36923,0,0.60765,-1.70633,0.4826,0.54194,0.2329,1,0,1,0,2,0.5,0.70711,0,0.70711,0,0.5,0.36923,0.63077,0.63077,0.63077,0.36923,0.5,0.51682,0,0.18493,0,0.0342
dbo:MusicalWork,foaf:name,M0,ANY,0,25,0.36146,0,0.74118,178.66414,0.64706,7.32384,0.41869,2,0,1,0,16,9.875,12.5,-0.59572,7.91518,0.6927,62.65,0.00003,0.67848,0.67848,0.67848,0.29631,0.0625,0.18515,10.25863,0.18,3.17897,0.0324
dbo:MusicalWork,dbp:género,M0,ANY,0,14,0.36119,0,0.93126,11.6527,0.85837,3.04622,0.73679,3,0,0,0,12,5.75,6.95821,-0.12136,4.09268,0.49232,16.75,0.00001,0.7969,0.7969,0.7969,0.10573,0.08333,0.2328,11.36298,0.22704,3.34411,0.05155
dbo:MusicalWork,dbo:type,M0,M1,0,3,0.35997,0,0.60188,-1.51518,0.48238,0.61668,0.23269,1,0,1,0,4,1.5,1.87083,-1.2,1.29099,0,1.66667,0.00005,0.64113,0.64113,0.64113,0.35782,0.25,0.36711,-2.26875,0.31042,0.66943,0.09636
dbo:MusicalWork,dbp:writer,M0,ANY,0,86,0.35652,0,2.27557,194.52275,2.24748,10.83511,5.05116,7,0,0,0,58,31.75862,38.90661,-0.02222,22.67103,0.78083,513.9758,0.00001,0.95589,0.95589,0.95589,0.00437,0.01724,0.12552,57.98798,0.12542,7.61461,0.01573
dbo:MusicalWork,dbp:productor,M0,ANY,0,26,0.35574,0,0.85795,100.34575,0.78072,6.80136,0.60953,2,0,1,0,23,11.26087,13.31067,-0.78006,7.25645,0.24299,52.65613,0.00001,0.72198,0.72198,0.72198,0.23507,0.04348,0.15845,18.18114,0.15579,4.18463,0.02427
dbo:MusicalWork,dbo:format,M0,ANY,0,7,0.34006,0,0.79968,6.48882,0.72378,2.4496,0.52386,3,0,0,0,8,3.5,4.1833,-1.2,2.44949,0,6,0.00006,0.77305,0.77305,0.77305,0.14452,0.125,0.27888,7.16053,0.26651,2.6477,0.07103
dbo:MusicalWork,dbo:review,M0,ANY,0,21,0.33571,0,1.16125,48.64392,1.11167,5.96805,1.23581,4,0,0,0,20,9.6,11.29159,-0.99231,6.09918,0.11636,37.2,0.00003,0.8367,0.8367,0.8367,0.09788,0.05,0.18852,19.34238,0.18649,4.37373,0.03478
dbo:MusicalWork,dbo:artist,M0,ANY,0,5,0.32356,0,0.57335,-0.36646,0.47332,0.88613,0.22403,1,0,1,0,6,2.5,3.02765,-1.2,1.87083,0,3.5,0.00006,0.67826,0.67826,0.67826,0.32044,0.16667,0.30625,1.79659,0.28144,1.60306,0.07921
dbo:MusicalWork,dbp:duración,M0,ANY,0,37,0.3152,0,0.78425,380.02979,0.71813,12.99428,0.51571,2,0,1,0,30,15.46667,18.42643,-0.86024,10.18699,0.31278,103.77471,0.00001,0.72531,0.72531,0.72531,0.2523,0.03333,0.14024,23.32218,0.13855,4.73451,0.0192
dbo:MusicalWork,dbo:musicalArtist,M0,ANY,0,10,0.30823,0,0.57809,5.82128,0.48907,1.48832,0.23919,1,0,1,0,9,4.44444,5.4569,-0.93606,3.35824,0.36881,11.27778,0.00001,0.70144,0.70144,0.70144,0.2907,0.11111,0.25311,5.20142,0.24121,2.31537,0.05818
dbo:MusicalWork,dbp:tipo,M0,ANY,0,6,0.28293,0,0.53836,-0.07686,0.45802,1.10346,0.20979,1,0,1,0,7,3,3.60555,-1.2,2.16025,0,4.66667,0.00001,0.72019,0.72019,0.72019,0.27691,0.14286,0.29163,3.90998,0.27462,2.03283,0.07542
dbo:Film,dbo:wikiPageWikiLink,M0,ANY,0,590,27.6483,14,39.68642,37.14071,28.47098,4.6171,810.59682,110,2,33,13,327,174.57492,208.47989,-0.16651,114.1372,0.55885,13027.30035,0.00002,0.03409,0.03409,0.00138,0.01743,0.00306,0.00796,7.36851,0.00737,2.86853,0.00005
dbo:Film,rdf:type,M1,ANY,7,10,7.00498,7,7.00541,503.86355,0.07758,19.47874,0.00602,7,7,7,7,4,8.5,8.57321,-1.2,1.29099,0,1.66667,0.00002,0.99537,0.99537,0,0,0.25,0.49769,3.99966,0.49692,1.9999,0.24693
dbo:Film,owl:sameAs,M0,ANY,0,86,4.74892,0,10.14221,8.25528,8.96179,2.61141,80.31365,33,0,6,0,78,40.15385,46.61737,-1.01031,23.83552,0.14143,568.13187,0.00002,0.62965,0.62965,0.62965,0.00005,0.01282,0.07199,75.51302,0.0713,8.62926,0.00508
dbo:Film,dbo:starring,M0,ANY,0,44,3.40429,0,4.91008,4.65415,3.53835,1.50175,12.51992,13,0,5,0,42,20.7619,24.24871,-1.10237,12.67956,0.09137,160.7712,0.00002,0.32428,0.32428,0.32428,0.05321,0.02381,0.06102,19.22385,0.05686,3.99662,0.00323
dbo:Film,dc:subject,M0,ANY,0,26,3.11424,1,4.20123,3.0503,2.81993,1.40085,7.95199,11,0,5,1,24,11.625,13.64887,-0.95708,7.30582,0.12982,53.375,0.00005,0.17209,0.17209,0.16822,0.17209,0.04167,0.07268,0.25091,0.06083,1.32455,0.0037
dbo:Film,dbp:reparto,M0,ANY,0,45,1.66078,0,3.74461,9.42363,3.35621,2.61311,11.26413,12,0,2,0,41,20.39024,23.89816,-1.00933,12.61919,0.15415,159.2439,0.00002,0.72599,0.72599,0.72599,0.01967,0.02439,0.11416,40.07261,0.11291,6.29901,0.01275
dbo:Film,foaf:name,M0,ANY,0,18,1.63984,1,1.91521,5.7229,0.98944,1.17463,0.97899,4,0,2,1,11,5.72727,7.44067,3.17427,4.98179,1.50879,24.81818,0.00005,0.44637,0.44637,0.07001,0.44637,0.09091,0.17042,2.38887,0.15119,1.80447,0.02286
dbo:Film,dbp:wikiPageUsesTemplate,M0,ANY,0,110,1.44625,0,4.56617,217.32182,4.33112,12.8613,18.75857,8,0,2,0,91,49.06593,57.31933,-1.22676,29.7959,0.01611,887.7956,0.00002,0.62691,0.62691,0.62691,0.0572,0.01099,0.06775,80.67331,0.06722,8.78335,0.00452
dbo:Film,dbo:wikiPageExternalLink,M0,ANY,0,70,1.2864,0,2.56585,129.33845,2.2201,7.35748,4.92885,7,0,2,0,38,21.34211,27.05696,1.73356,16.85435,1.2842,284.06899,0.00002,0.46319,0.46319,0.46319,0.21286,0.02632,0.08861,19.23808,0.08575,4.22079,0.00735
dbo:Film,rdfs:label,M1,M1,0,5,1.00627,1,1.00976,275.81161,0.08394,14.1812,0.00705,1,1,1,1,6,2.5,3.02765,-1.2,1.87083,0,3.5,0.00002,0.99372,0.99372,0.00012,0.99372,0.16667,0.40569,5.99928,0.40518,2.4493,0.16417
dbo:Film,rdfs:comment,M0,M1,0,1,0.99578,1,0.99789,232.1861,0.0648,-15.30288,0.0042,1,1,1,1,2,0.5,0.70711,0,0.70711,0,0.5,0.00422,0.99578,0.99578,0.00422,0.99578,0.5,0.70413,0,0.70114,0,0.4916
dbo:Film,dbo:abstract,M1,M1,0,1,0.99578,1,0.99789,232.1861,0.0648,-15.30288,0.0042,1,1,1,1,2,0.5,0.70711,0,0.70711,0,0.5,0.00422,0.99578,0.99578,0.00422,0.99578,0.5,0.70413,0,0.70114,0,0.4916
dbo:Film,dbo:runtime,M0,M1,0,7,0.82064,1,0.92951,5.06559,0.43653,-0.41222,0.19056,1,0,1,1,7,3.14286,3.8545,-0.50341,2.4103,0.36728,5.80952,0.00002,0.7895,0.7895,0.19659,0.7895,0.14286,0.30755,5.61647,0.29417,2.35339,0.08654
dbo:Film,dbo:Work/runtime,M0,ANY,0,7,0.82064,1,0.92951,5.06559,0.43653,-0.41222,0.19056,1,0,1,1,7,3.14286,3.8545,-0.50341,2.4103,0.36728,5.80952,0.00002,0.7895,0.7895,0.19659,0.7895,0.14286,0.30755,5.61647,0.29417,2.35339,0.08654
dbo:Film,dbo:writer,M0,ANY,0,17,0.70218,0,1.15688,14.75467,0.91942,2.37962,0.84534,3,0,1,0,17,8.11765,9.57939,-1.05813,5.24264,0.11344,27.48529,0.00002,0.50376,0.50376,0.50376,0.3546,0.05882,0.15156,6.30424,0.14397,2.64602,0.02073
dbo:Film,dbo:director,M0 ,ANY,0,13,0.64661,1,0.88119,27.98561,0.59865,2.23488,0.35839,2,0,1,0,14,6.5,7.64853,-1.2,4.1833,0,17.5,0.00002,0.58265,0.58265,0.39099,0.58265,0.07143,0.18762,5.36278,0.18004,2.49412,0.03241
dbo:Film,dbo:imdbId,M0,ANY,0,9,0.63936,1,0.80197,2.85431,0.48412,-0.3028,0.23437,1,0,1,0,4,3,4.63681,3.228,4.08248,1.76363,16.66667,0.00005,0.6388,0.6388,0.3611,0.6388,0.25,0.3669,-2.392,0.31008,0.64647,0.09615
dbo:Film,dbo:genre,M0,ANY,0,9,0.51684,0,0.9712,5.38562,0.82227,2.01175,0.67613,3,0,1,0,9,4.11111,4.95536,-0.76046,2.93447,0.24184,8.61111,0.00002,0.63454,0.63454,0.63454,0.25903,0.11111,0.22993,5.26652,0.21351,2.30165,0.04559
dbo:Film,dbp:producción,M0,ANY,0,16,0.48937,0,1.19977,14.40402,1.09543,3.21501,1.19997,4,0,0,0,15,7.2,8.57127,-0.84562,4.81367,0.23515,23.17143,0.00002,0.75218,0.75218,0.75218,0.12784,0.06667,0.19777,13.83431,0.19273,3.67713,0.03715
dbo:Film,dbp:guion,M0,ANY,0,18,0.47749,0,1.05995,18.74649,0.94631,3.1364,0.89551,3,0,1,0,18,8.72222,10.30911,-1.14058,5.65483,0.12018,31.97712,0.00002,0.71433,0.71433,0.71433,0.1666,0.05556,0.17393,15.49971,0.16959,3.86627,0.02876
dbo:Film,dbo:producer,M0,ANY,0,14,0.47515,0,0.97301,13.4833,0.84912,2.79593,0.721,3,0,1,0,15,7,8.22598,-1.2,4.47214,0,20,0.00002,0.67147,0.67147,0.67147,0.23454,0.06667,0.18442,10.99404,0.17798,3.25632,0.03168
dbo:Film,dbo:musicComposer,M0,ANY,0,28,0.4449,0,0.82336,88.74418,0.69281,4.65182,0.47999,2,0,1,0,17,9.35294,11.88919,1.03559,7.56589,1.10128,57.24265,0.00002,0.61817,0.61817,0.61817,0.34026,0.05882,0.17131,8.90245,0.16584,3.02092,0.0275
dbo:Film,dbp:título,M0,ANY,0,94,0.43813,0,1.26497,1723.71109,1.18668,29.68379,1.40822,3,0,1,0,36,25.72222,34.93884,1.23833,23.98048,1.34505,575.06349,0.00002,0.68822,0.68822,0.68822,0.23729,0.02778,0.12169,28.00346,0.12015,5.17292,0.01444
dbo:Film,dbo:country,M0,ANY,0,9,0.41209,0,0.75668,8.42926,0.63462,2.06272,0.40275,2,0,1,0,10,4.5,5.33854,-1.2,3.02765,0,9.16667,0.00002,0.64564,0.64564,0.64564,0.31218,0.1,0.22701,5.02205,0.21482,2.3114,0.04615
dbo:Film,dbp:género,M0,ANY,0,10,0.39934,0,0.85326,10.10207,0.75405,2.63001,0.5686,3,0,1,0,11,5,5.91608,-1.2,3.31662,0,11,0.00002,0.71017,0.71017,0.71017,0.21788,0.09091,0.22448,8.45359,0.21526,2.86691,0.04634
dbo:Film,dbp:país,M0,ANY,0,9,0.38084,0,0.75064,7.9438,0.64686,2.21635,0.41843,2,0,1,0,10,4.5,5.33854,-1.2,3.02765,0,9.16667,0.00002,0.68567,0.68567,0.68567,0.26624,0.1,0.23288,6.42181,0.22169,2.53148,0.04915
dbo:Film,dbo:wikiPageID,M0,M1,0,1,0.37309,0,0.61081,-1.72458,0.48363,0.52486,0.2339,1,0,1,0,2,0.5,0.70711,0,0.70711,0,0.5,0.37309,0.62691,0.62691,0.62691,0.37309,0.5,0.51586,0,0.17948,0,0.03221
dbo:Film,dbo:wikiPageRevisionID,M0,M1,0,1,0.37309,0,0.61081,-1.72458,0.48363,0.52486,0.2339,1,0,1,0,2,0.5,0.70711,0,0.70711,0,0.5,0.37309,0.62691,0.62691,0.62691,0.37309,0.5,0.51586,0,0.17948,0,0.03221
dbo:Film,http://www.w3.org/ns/prov#wasDerivedFrom,M0,M1,0,1,0.37309,0,0.61081,-1.72458,0.48363,0.52486,0.2339,1,0,1,0,2,0.5,0.70711,0,0.70711,0,0.5,0.37309,0.62691,0.62691,0.62691,0.37309,0.5,0.51586,0,0.17948,0,0.03221
dbo:Film,foaf:isPrimaryTopicOf,M0,M1,0,1,0.37309,0,0.61081,-1.72458,0.48363,0.52486,0.2339,1,0,1,0,2,0.5,0.70711,0,0.70711,0,0.5,0.37309,0.62691,0.62691,0.62691,0.37309,0.5,0.51586,0,0.17948,0,0.03221
dbo:Film,dbo:wikiPageLength,M0,M1,0,1,0.37309,0,0.61081,-1.72458,0.48363,0.52486,0.2339,1,0,1,0,2,0.5,0.70711,0,0.70711,0,0.5,0.37309,0.62691,0.62691,0.62691,0.37309,0.5,0.51586,0,0.17948,0,0.03221
dbo:Film,dbo:wikiPageOutDegree,M0,M1,0,1,0.37309,0,0.61081,-1.72458,0.48363,0.52486,0.2339,1,0,1,0,2,0.5,0.70711,0,0.70711,0,0.5,0.37309,0.62691,0.62691,0.62691,0.37309,0.5,0.51586,0,0.17948,0,0.03221
dbo:Film,dbp:dirección,M0,ANY,0,13,0.36074,0,0.67338,27.75722,0.5686,2.78409,0.32331,2,0,1,0,14,6.5,7.64853,-1.2,4.1833,0,17.5,0.00002,0.66778,0.66778,0.66778,0.31115,0.07143,0.19695,8.253,0.19047,2.87994,0.03628
dbo:Film,dbp:estreno,M0,ANY,0,12,0.32957,0,0.69629,38.25761,0.61335,3.95336,0.3762,2,0,1,0,13,6,7.07107,-1.2,3.89444,0,15.16667,0.00002,0.71184,0.71184,0.71184,0.26168,0.07692,0.21042,9.16815,0.20385,2.99511,0.04156
dbo:Film,dbp:títuloOriginal,M0,M1,0,6,0.32906,0,0.58419,-0.1691,0.48271,0.94178,0.23301,1,0,1,0,6,2.66667,3.31662,-0.3,2.16025,0.46291,4.66667,0.00002,0.67627,0.67627,0.67627,0.31907,0.16667,0.30528,1.81346,0.28018,1.60602,0.0785
dbo:Film,http://wikidata.dbpedia.org/property/estreno,M0,ANY,0,12,0.32648,0,0.69308,38.71937,0.61137,3.98112,0.37378,2,0,1,0,13,6,7.07107,-1.2,3.89444,0,15.16667,0.00002,0.71444,0.71444,0.71444,0.2595,0.07692,0.21089,9.24237,0.20437,3.00606,0.04177
dbo:Film,dbp:música,M0,ANY,0,22,0.31943,0,0.72053,69.45398,0.64586,4.88255,0.41713,2,0,1,0,18,9.11111,10.92398,-0.66251,6.20141,0.34464,38.45752,0.00002,0.73453,0.73453,0.73453,0.2303,0.05556,0.18155,14.28399,0.17785,3.71548,0.03163
dbo:Film,dbp:duración,M0,M1,0,44,0.31709,0,0.65222,933.26303,0.56996,15.93072,0.32485,1,0,1,0,16,13.5,18.40516,0.35189,12.92027,1.03348,166.93333,0.00002,0.69405,0.69405,0.69405,0.29951,0.0625,0.18898,10.35094,0.1842,3.19239,0.03393
dbo:Film,dbp:idioma,M0,ANY,0,10,0.2652,0,0.58837,13.21801,0.52522,2.62669,0.27586,2,0,0,0,10,4.6,5.51362,-0.84184,3.20416,0.20063,10.26667,0.00002,0.76346,0.76346,0.76346,0.21569,0.1,0.25093,7.92838,0.24259,2.78374,0.05885
dbo:Film,dbp:productora,M0,ANY,0,18,0.26465,0,0.79932,35.58347,0.75424,4.73967,0.56888,3,0,0,0,14,6.92857,8.44732,0.26587,5.01481,0.66397,25.14835,0.00002,0.83204,0.83204,0.83204,0.11753,0.07143,0.22472,13.30884,0.22111,3.62259,0.04889
dbo:Sport,dbo:wikiPageWikiLink,M0,ANY,0,606,55.17738,1,98.462,12.50888,81.63945,3.14183,6664.99958,346.8,0,62,9,153,116.84314,161.95083,3.86915,112.50995,1.82858,12658.48839,0.00222,0.14856,0.14856,0.03769,0.14856,0.00654,0.0143,102.13407,0.01276,9.32339,0.00016
dbo:Sport,owl:sameAs,M0,ANY,0,123,17.93348,0,32.25652,1.54675,26.84159,1.51985,720.47112,97.96,0,33,0,83,47.45783,56.71053,-0.67261,31.23448,0.45522,975.59271,0.00222,0.42129,0.42129,0.42129,0.13969,0.01205,0.04912,67.39088,0.04791,8.01933,0.0023
dbo:Sport,rdf:type,M1,ANY,1,12,4.25055,6,5.00133,-1.67526,2.63847,-0.22808,6.96153,7,1,7,1,6,6,7.04746,-0.53986,4.04969,0.16261,16.4,0.00222,0.32373,0.32373,0,0.32151,0.16667,0.21612,-2.57664,0.15072,-0.09057,0.02272
dbo:Sport,dbo:wikiPageExternalLink,M0,ANY,0,18,2.949,0,4.60358,3.43818,3.53893,1.72354,12.52406,13,0,4,0,17,8.52941,10.20092,-1.15649,5.76756,0.22195,33.26471,0.00222,0.33703,0.33703,0.33703,0.11752,0.05882,0.09946,8.18175,0.08267,2.62473,0.00684
dbo:Sport,dbp:wikiPageUsesTemplate,M0,ANY,0,44,2.49446,0,5.36123,20.20633,4.75084,3.74383,22.57052,19.92,0,4,0,23,13.65217,17.35812,1.16333,10.96112,1.0818,120.14625,0.00222,0.56763,0.56763,0.56763,0.04213,0.04348,0.12198,21.00689,0.11653,4.50488,0.01358
dbo:Sport,dc:subject,M0,ANY,0,8,1.38803,1,1.89175,4.55917,1.28677,1.74885,1.65577,5,0,2,1,9,4,4.76095,-1.2,2.73861,0,7.5,0.00222,0.46563,0.46563,0.21064,0.46563,0.11111,0.18246,3.34563,0.15351,1.8129,0.02356
dbo:Sport,foaf:name,M0,ANY,0,6,0.98448,0,1.46353,2.66791,1.08412,1.26065,1.17531,3.96,0,2,0,7,3,3.60555,-1.2,2.16025,0,4.66667,0.00665,0.43459,0.43459,0.43459,0.23947,0.14286,0.21442,-0.78896,0.17271,0.86162,0.02983
dbo:Sport,rdfs:label,M1,M1,0,1,0.96231,1,0.98097,21.82305,0.19067,-4.87096,0.03635,1,0,1,1,2,0.5,0.70711,0,0.70711,0,0.5,0.03769,0.96231,0.96231,0.03769,0.96231,0.5,0.68097,0,0.6538,0,0.42745
dbo:Sport,rdfs:comment,M0,M1,0,1,0.80931,1,0.89962,0.49859,0.39328,-1.58,0.15467,1,0,1,1,2,0.5,0.70711,0,0.70711,0,0.5,0.19069,0.80931,0.80931,0.19069,0.80931,0.5,0.58794,0,0.43743,0,0.19135
dbo:Sport,dbo:abstract,M0,M1,0,1,0.80931,1,0.89962,0.49859,0.39328,-1.58,0.15467,1,0,1,1,2,0.5,0.70711,0,0.70711,0,0.5,0.19069,0.80931,0.80931,0.19069,0.80931,0.5,0.58794,0,0.43743,0,0.19135
dbo:Sport,dbo:thumbnail,M0,M1,0,1,0.7694,1,0.87716,-0.35439,0.42168,-1.28343,0.17782,1,0,1,1,2,0.5,0.70711,0,0.70711,0,0.5,0.2306,0.7694,0.7694,0.2306,0.7694,0.5,0.56796,0,0.38099,0,0.14515
dbo:Sport,foaf:depiction,M0,M1,0,1,0.7694,1,0.87716,-0.35439,0.42168,-1.28343,0.17782,1,0,1,1,2,0.5,0.70711,0,0.70711,0,0.5,0.2306,0.7694,0.7694,0.2306,0.7694,0.5,0.56796,0,0.38099,0,0.14515
dbo:Sport,dbo:wikiPageID,M0,M1,0,1,0.5898,1,0.76798,-1.87411,0.49242,-0.36636,0.24247,1,0,1,0,2,0.5,0.70711,0,0.70711,0,0.5,0.4102,0.5898,0.5898,0.4102,0.5898,0.5,0.508,0,0.127,0,0.01613
dbo:Sport,dbo:wikiPageRevisionID,M0,M1,0,1,0.5898,1,0.76798,-1.87411,0.49242,-0.36636,0.24247,1,0,1,0,2,0.5,0.70711,0,0.70711,0,0.5,0.4102,0.5898,0.5898,0.4102,0.5898,0.5,0.508,0,0.127,0,0.01613
