OntoClass,OntoProperty,AntMin,AntMax,DataMin,DataMax,Mean,Mode,Quad. Mean,Kurtosis,Std. Deviation,Skewness,Variance,98P,2P,75P,25P,"Dist, Card.",Dist. Mean.,Dist. Quad. Mean.,Dist. Kur.,Dist. Std. Devi.,Dist. Skew.,Dist. Vari.,P. Min.,P. Max.,P. Mode.,P. 0,P.1,P. Mean,P. Quad. Mean.,P. Kurtosis.,P. Std. Dev.,P. Skew.,P. Vari.
dbo:Award,http://dbpedia.org/property/webOficial,M0,M1,0,1,0.13684,0,0.36992,2.47304,0.34374,2.11453,0.11816,1,0,0,0,2,0.5,0.70711,0,0.70711,0,0.5,0.13684,0.86316,0.86316,0.86316,0.13684,0.5,0.61797,0,0.51359,0,0.26377
dbo:Award,dbp:imagen,M0,ANY,0,8,0.13108,0,0.53269,88.90845,0.51641,7.63492,0.26667,2,0,0,0,8,3.75,4.58258,-1.05537,2.81577,0.28795,7.92857,0.00036,0.90529,0.90529,0.90529,0.07274,0.125,0.32116,7.84957,0.31626,2.79474,0.10002
dbo:Award,dbp:list,M0,ANY,0,90,0.13,0,2.34025,863.9121,2.33706,26.42584,5.46184,0,0,0,0,10,16.1,30.69691,7.06303,27.54975,2.59835,758.98889,0.00036,0.99028,0.99028,0.99028,0.00432,0.1,0.31316,9.99951,0.31281,3.16217,0.09785
dbo:Award,http://dbpedia.org/property/presentador,M0,ANY,0,4,0.11919,0,0.37523,14.89269,0.35586,3.3804,0.12664,1,0,0,0,5,2,2.44949,-1.2,1.58114,0,2.5,0.00036,0.88945,0.88945,0.88945,0.10371,0.2,0.40048,4.73135,0.38791,2.16738,0.15048
dbo:Award,http://wikidata.dbpedia.org/property/list,M0,ANY,0,89,0.11595,0,2.21511,1003.9063,2.21248,28.59809,4.89505,0,0,0,0,9,17.88889,32.66156,5.28014,28.98467,2.23958,840.11111,0.00036,0.99064,0.99064,0.99064,0.00396,0.11111,0.33022,8.9997,0.32982,2.99993,0.10878
dbo:Award,dbo:wikiPageRedirects,M0,M1,0,1,0.10551,0,0.32482,4.60622,0.30726,2.56961,0.09441,1,0,0,0,2,0.5,0.70711,0,0.70711,0,0.5,0.10551,0.89449,0.89449,0.89449,0.10551,0.5,0.63689,0,0.55789,0,0.31125
dbo:Award,dbp:título,M0,ANY,0,10,0.09615,0,0.52896,109.22589,0.52024,8.8323,0.27065,2,0,0,0,10,4.6,5.51362,-0.84184,3.20416,0.20063,10.26667,0.00036,0.94815,0.94815,0.94815,0.02701,0.1,0.3,9.97512,0.29814,3.15699,0.08889
dbo:Award,dbp:pieDeImagen,M0,ANY,0,3,0.0587,0,0.24669,18.93978,0.23965,4.14776,0.05743,1,0,0,0,3,1.33333,1.82574,0,1.52753,0.93522,2.33333,0.00036,0.94202,0.94202,0.94202,0.05762,0.33333,0.54489,0,0.52792,1.70916,0.2787
dbo:Award,http://wikidata.dbpedia.org/property/pieDeImagen,M0,ANY,0,3,0.05834,0,0.24596,19.12311,0.23899,4.16495,0.05711,1,0,0,0,3,1.33333,1.82574,0,1.52753,0.93522,2.33333,0.00036,0.94238,0.94238,0.94238,0.05726,0.33333,0.54509,0,0.52822,1.70947,0.27902
dbo:Person,dbo:wikiPageWikiLink,M0,ANY,0,1017,29.53399,0,43.65532,43.92857,32.14859,4.50902,1033.53196,117,0,38,12,602,314.01661,371.70808,-0.19263,199.06352,0.48988,39626.28591,0,0.12496,0.12496,0.12496,0.00196,0.00166,0.00693,188.74969,0.00674,11.29397,0.00005
dbo:Person,rdf:type,M1,ANY,1,21,9.37208,1,10.62215,-0.87723,4.99942,-0.91595,24.99417,14,1,13,2,16,9.5,10.93161,-0.42605,5.5857,0.25182,31.2,0,0.22679,0.22679,0,0.22679,0.0625,0.10289,-0.68935,0.08441,0.97064,0.00713
dbo:Person,dc:subject,M0,ANY,0,67,3.77931,2,5.09645,5.52606,3.41916,1.71251,11.69065,13,0,5,1,48,24.3125,28.85199,-0.02334,15.69951,0.50189,246.47473,0,0.14869,0.14869,0.1442,0.12897,0.02083,0.04763,3.30392,0.04328,2.15221,0.00187
dbo:Person,owl:sameAs,M0,ANY,0,129,3.5912,0,8.9282,28.77971,8.17412,4.34683,66.8162,29,0,4,0,129,64.9845,74.91085,-1.19658,37.40989,-0.00246,1399.49976,0,0.67017,0.67017,0.67017,0.00019,0.00775,0.0596,124.2214,0.05932,11.05745,0.00352
dbo:Person,dbp:wikiPageUsesTemplate,M0,ANY,0,63,1.57344,0,3.30228,7.6368,2.90333,2.34971,8.42935,10,0,2,0,47,24.08511,28.64604,-0.35744,15.67583,0.45649,245.73173,0,0.67748,0.67748,0.67748,0.03286,0.02128,0.10003,44.99272,0.0988,6.64553,0.00976
dbo:Person,dbo:wikiPageExternalLink,M0,ANY,0,180,1.45783,0,3.15527,183.76674,2.7983,8.36372,7.83048,9,0,2,0,91,48.53846,59.03836,1.88646,33.79491,1.03518,1142.09573,0,0.48414,0.48414,0.48414,0.20012,0.01099,0.05729,56.88815,0.05654,7.19535,0.0032
dbo:Person,foaf:name,M0,ANY,0,139,1.34945,1,1.74099,1162.77533,1.10001,21.20233,1.21001,3,1,1,1,52,31.25,41.03727,4.13053,26.85829,1.72995,721.36765,0,0.74953,0.74953,0.00348,0.74953,0.01923,0.10742,45.33753,0.10672,6.61416,0.01139
dbo:Person,dbo:birthPlace,M0,ANY,0,7,1.03115,1,1.41967,-0.1086,0.97581,0.71099,0.9522,3,0,2,0,8,3.5,4.1833,-1.2,2.44949,0,6,0,0.35696,0.35696,0.35373,0.35696,0.125,0.19367,-1.29097,0.15814,0.84087,0.02501
dbo:Person,rdfs:label,M1,M1,0,2,0.87573,1,0.93581,3.18887,0.3299,-2.27759,0.10883,1,0,1,1,3,1,1.29099,0,1,0,1,0,0.87572,0.87572,0.12427,0.87572,0.33333,0.51066,0,0.47382,1.59898,0.2245
dbo:Person,rdfs:comment,M0,M1,0,1,0.87224,1,0.93394,2.97359,0.33382,-2.23015,0.11144,1,0,1,1,2,0.5,0.70711,0,0.70711,0,0.5,0.12776,0.87224,0.87224,0.12776,0.87224,0.5,0.62335,0,0.52642,0,0.27712
dbo:Person,dbo:abstract,M0,M1,0,1,0.87224,1,0.93394,2.97359,0.33382,-2.23015,0.11144,1,0,1,1,2,0.5,0.70711,0,0.70711,0,0.5,0.12776,0.87224,0.87224,0.12776,0.87224,0.5,0.62335,0,0.52642,0,0.27712
dbo:Person,foaf:gender,M0,M1,0,1,0.83609,1,0.91438,1.29697,0.37019,-1.81576,0.13704,1,0,1,1,2,0.5,0.70711,0,0.70711,0,0.5,0.16391,0.83609,0.83609,0.16391,0.83609,0.5,0.60246,0,0.4753,0,0.22591
dbo:Person,dbo:birthDate,M0,M1,0,2,0.77329,1,0.87978,-0.28744,0.41958,-1.29055,0.17604,1,0,1,1,3,1,1.29099,0,1,0,1,0.00037,0.77256,0.77256,0.22708,0.77256,0.33333,0.46491,0,0.39691,1.11836,0.15754
dbo:Person,foaf:givenName,M0,ANY,0,5,0.73972,1,0.88994,-0.27213,0.49478,-0.4058,0.24481,2,0,1,0,6,2.5,3.02765,-1.2,1.87083,0,3.5,0.00001,0.68839,0.68839,0.28609,0.68839,0.16667,0.30451,2.62339,0.27918,1.75125,0.07794
dbo:Person,dbo:thumbnail,M0,M1,0,3,0.46628,0,0.68311,-1.96683,0.49922,0.13977,0.24922,1,0,1,0,4,1.5,1.87083,-1.2,1.29099,0,1.66667,0.00001,0.53389,0.53389,0.53389,0.46594,0.25,0.35431,-5.7272,0.28991,0.04736,0.08405
dbo:Person,foaf:depiction,M0,M1,0,2,0.46615,0,0.68284,-1.97734,0.49897,0.13715,0.24897,1,0,1,0,3,1,1.29099,0,1,0,1,0.00006,0.53391,0.53391,0.53391,0.46603,0.33333,0.40916,0,0.29061,-1.62635,0.08446
dbo:Person,foaf:surname,M0,M1,0,1,0.46598,0,0.68263,-1.9814,0.49884,0.13639,0.24884,1,0,1,0,2,0.5,0.70711,0,0.70711,0,0.5,0.46598,0.53402,0.53402,0.53402,0.46598,0.5,0.50116,0,0.04811,0,0.00231
dbo:Person,dbo:deathDate,M0,M1,0,2,0.35872,0,0.59914,-1.63967,0.47988,0.59247,0.23029,1,0,1,0,3,1,1.29099,0,1,0,1,0.00012,0.6414,0.6414,0.6414,0.35848,0.33333,0.42422,0,0.32138,-0.34989,0.10328
dbo:Person,dbo:wikiPageID,M0,M1,0,1,0.3309,0,0.57524,-1.48342,0.47054,0.71874,0.22141,1,0,1,0,2,0.5,0.70711,0,0.70711,0,0.5,0.3309,0.6691,0.6691,0.6691,0.3309,0.5,0.52782,0,0.23914,0,0.05719
dbo:Person,dbo:wikiPageRevisionID,M0,M1,0,1,0.3309,0,0.57524,-1.48342,0.47054,0.71874,0.22141,1,0,1,0,2,0.5,0.70711,0,0.70711,0,0.5,0.3309,0.6691,0.6691,0.6691,0.3309,0.5,0.52782,0,0.23914,0,0.05719
dbo:Person,http://www.w3.org/ns/prov#wasDerivedFrom,M0,M1,0,1,0.3309,0,0.57524,-1.48342,0.47054,0.71874,0.22141,1,0,1,0,2,0.5,0.70711,0,0.70711,0,0.5,0.3309,0.6691,0.6691,0.6691,0.3309,0.5,0.52782,0,0.23914,0,0.05719
dbo:Person,foaf:isPrimaryTopicOf,M0,M1,0,1,0.3309,0,0.57524,-1.48342,0.47054,0.71874,0.22141,1,0,1,0,2,0.5,0.70711,0,0.70711,0,0.5,0.3309,0.6691,0.6691,0.6691,0.3309,0.5,0.52782,0,0.23914,0,0.05719
dbo:Person,dbo:wikiPageLength,M0,M1,0,1,0.3309,0,0.57524,-1.48342,0.47054,0.71874,0.22141,1,0,1,0,2,0.5,0.70711,0,0.70711,0,0.5,0.3309,0.6691,0.6691,0.6691,0.3309,0.5,0.52782,0,0.23914,0,0.05719
dbo:Person,dbo:wikiPageOutDegree,M0,M1,0,1,0.3309,0,0.57524,-1.48342,0.47054,0.71874,0.22141,1,0,1,0,2,0.5,0.70711,0,0.70711,0,0.5,0.3309,0.6691,0.6691,0.6691,0.3309,0.5,0.52782,0,0.23914,0,0.05719
dbo:Person,dbo:deathPlace,M0,ANY,0,6,0.3267,0,0.70591,4.85641,0.62575,2.11758,0.39157,2,0,1,0,7,3,3.60555,-1.2,2.16025,0,4.66667,0.00002,0.74465,0.74465,0.74465,0.19702,0.14286,0.2917,5.48355,0.2747,2.32138,0.07546
dbo:Person,dbp:nombre,M0,ANY,0,118,0.24265,0,0.8863,1288.10685,0.85243,22.93774,0.72664,1,0,0,0,60,31.81667,39.08047,2.65469,22.88475,1.23786,523.71158,0,0.80684,0.80684,0.80684,0.17735,0.01667,0.10666,54.3735,0.10623,7.27212,0.01129
dbo:Person,dbo:nationality,M0 ,M1,0,7,0.20468,0,0.46293,1.69894,0.41523,1.68769,0.17241,1,0,0,0,7,3.14286,3.8545,-0.50341,2.4103,0.36728,5.80952,0,0.79989,0.79989,0.79989,0.19575,0.14286,0.31126,5.64571,0.29869,2.35945,0.08922
dbo:Person,dbo:occupation,M0,ANY,0,16,0.15947,0,0.59588,31.12979,0.57415,4.85287,0.32965,2,0,0,0,15,7.2,8.57127,-0.84562,4.81367,0.23515,23.17143,0,0.90262,0.90262,0.90262,0.05868,0.06667,0.23364,14.83127,0.23179,3.84343,0.05373
dbo:Person,dbp:título,M0,ANY,0,174,0.15926,0,1.21269,2243.73415,1.20218,30.60648,1.44524,2,0,0,0,82,46.37805,59.02779,2.97534,36.73987,1.52889,1349.81828,0,0.94436,0.94436,0.94436,0.02438,0.0122,0.10434,81.84444,0.10426,9.04283,0.01087
dbo:Person,dbo:genre,M0,ANY,0,19,0.15606,0,0.71647,47.87554,0.69926,6.0582,0.48897,3,0,0,0,19,9.10526,10.71398,-1.07892,5.80129,0.09435,33.65497,0,0.93222,0.93222,0.93222,0.02581,0.05263,0.21401,18.94878,0.21312,4.35063,0.04542
dbo:Person,http://wikidata.dbpedia.org/property/título,M0,ANY,0,174,0.14176,0,1.17027,2539.34743,1.16165,32.91944,1.34943,2,0,0,0,81,46.01235,58.76833,3.07025,36.78705,1.56086,1353.28735,0,0.95084,0.95084,0.95084,0.02197,0.01235,0.10569,80.87937,0.10562,8.99019,0.01116
dbo:Person,dc:description,M0,M1,0,1,0.13314,0,0.36489,2.66428,0.33973,2.15969,0.11542,1,0,0,0,2,0.5,0.70711,0,0.70711,0,0.5,0.13314,0.86686,0.86686,0.86686,0.13314,0.5,0.62015,0,0.51881,0,0.26917
dbo:Person,dbp:lugarDeNacimiento,M0,ANY,0,11,0.12121,0,0.4418,23.45851,0.42485,4.35824,0.1805,2,0,0,0,10,4.8,5.84808,-0.61178,3.52136,0.41681,12.4,0,0.90762,0.90762,0.90762,0.07045,0.1,0.28793,9.83622,0.28461,3.12866,0.081
dbo:Person,dbo:related,M0,ANY,0,93,0.11729,0,0.87286,520.99315,0.86494,15.26486,0.74813,2,0,0,0,44,24.93182,31.94349,2.66272,20.20062,1.48753,408.06501,0,0.96529,0.96529,0.96529,0.01033,0.02273,0.14554,43.98055,0.14542,6.63111,0.02115
dbo:Person,dbo:formerTeam,M0,ANY,0,32,0.11086,0,0.80764,136.08237,0.79999,10.17674,0.63999,2,0,0,0,29,14.48276,17.13436,-0.87557,9.31826,0.2614,86.83005,0,0.96995,0.96995,0.96995,0.00711,0.03448,0.18013,28.99276,0.17993,5.38419,0.03237
dbo:Person,foaf:homepage,M0,ANY,0,8,0.11074,0,0.37329,16.52025,0.35649,3.6182,0.12708,1,0,0,0,9,4,4.76095,-1.2,2.73861,0,7.5,0,0.90233,0.90233,0.90233,0.08544,0.11111,0.30215,8.77083,0.29802,2.95162,0.08882
dbo:Person,dbo:hometown,M0,ANY,0,11,0.10211,0,0.47995,25.79933,0.46896,4.95375,0.21992,2,0,0,0,12,5.5,6.49359,-1.2,3.60555,0,13,0,0.94823,0.94823,0.94823,0.01407,0.08333,0.27388,11.9713,0.2725,3.45843,0.07425
dbo:Person,dbp:imagen,M0,ANY,0,13,0.09547,0,0.30996,9.9521,0.29489,2.86956,0.08696,1,0,0,0,7,4.14286,5.79409,2.98089,4.37526,1.63743,19.14286,0,0.90474,0.90474,0.90474,0.09509,0.14286,0.34384,6.74765,0.33782,2.58776,0.11412
dbo:Person,dbp:ocupación,M0,ANY,0,18,0.09492,0,0.44357,62.34826,0.43329,6.70399,0.18774,1,0,0,0,14,6.85714,8.34095,0.4699,4.92805,0.68038,24.28571,0,0.93526,0.93526,0.93526,0.04763,0.07143,0.2503,13.91026,0.24895,3.72541,0.06197
dbo:Person,http://wikidata.dbpedia.org/property/imagen,M0,ANY,0,13,0.09318,0,0.3061,10.21337,0.29157,2.90907,0.08502,1,0,0,0,6,3.83333,5.75905,4.22493,4.70815,1.96747,22.16667,0,0.90699,0.90699,0.90699,0.09286,0.16667,0.37221,5.77534,0.36458,2.3949,0.13292
dbo:Place,dbo:wikiPageWikiLink,M0,ANY,0,2072,22.6209,18,40.86327,363.08275,34.03092,13.99684,1158.1033,94,5,22,12,840,471.63214,582.70147,1.97293,342.40868,1.16598,117243.7012,0,0.06882,0.06882,0.00265,0.00029,0.00119,0.00668,53.37057,0.00657,7.13293,0.00004
dbo:Place,rdf:type,M1,ANY,5,13,8.94913,9,9.04883,1.40283,1.33949,-0.74886,1.79423,11,5,9,9,9,9,9.36305,-1.2,2.73861,0,7.5,0.00006,0.55387,0.55387,0,0,0.11111,0.19663,7.28882,0.17207,2.61603,0.02961
dbo:Place,owl:sameAs,M0,ANY,0,133,6.30385,0,13.49344,10.66135,11.93041,2.63483,142.33458,38,0,7,0,133,66.98496,77.22027,-1.19678,38.5638,-0.00232,1487.16644,0.00001,0.63709,0.63709,0.63709,0.00003,0.00752,0.05561,130.05433,0.05531,11.34639,0.00306
dbo:Place,dc:subject,M0,ANY,0,45,1.7959,1,2.27831,14.97659,1.40195,2.51655,1.96546,6,0,2,1,31,16.06452,19.39904,0.09227,11.05422,0.64767,122.1957,0,0.40267,0.40267,0.08617,0.40267,0.03226,0.09759,11.58401,0.09362,3.48001,0.00877
dbo:Place,dbp:wikiPageUsesTemplate,M0,ANY,0,132,1.5898,0,3.03271,63.56239,2.58261,3.46806,6.66986,7,0,3,0,77,43.14286,53.24069,0.35766,31.40177,0.89403,986.07143,0,0.63587,0.63587,0.63587,0.01163,0.01299,0.0743,69.81075,0.07363,8.19661,0.00542
dbo:Place,foaf:name,M0,ANY,0,14,1.38318,1,1.65578,2.75843,0.91017,1.20068,0.82842,4,0,2,1,11,5.45455,6.742,0.30038,4.15605,0.72944,17.27273,0,0.50569,0.50569,0.11451,0.50569,0.09091,0.18356,3.47178,0.16726,2.03671,0.02797
dbo:Place,dbo:wikiPageExternalLink,M0,ANY,0,150,1.07425,0,2.24591,460.37258,1.97233,11.7855,3.89009,6,0,1,0,68,39.54412,50.29077,2.2296,31.3023,1.35369,979.83385,0,0.48883,0.48883,0.48883,0.2677,0.01471,0.06977,37.01881,0.0687,5.88888,0.00472
dbo:Place,rdfs:label,M1,M1,0,2,0.99904,1,1.00132,216.23279,0.06752,-3.07607,0.00456,1,1,1,1,3,1,1.29099,0,1,0,1,0.0018,0.99544,0.99544,0.00276,0.99544,0.33333,0.57472,0,0.5734,1.73205,0.32879
dbo:Place,rdfs:comment,M0,M1,0,1,0.99582,1,0.99791,234.20683,0.06452,-15.369,0.00416,1,1,1,1,2,0.5,0.70711,0,0.70711,0,0.5,0.00418,0.99582,0.99582,0.00418,0.99582,0.5,0.70416,0,0.70119,0,0.49167
dbo:Place,dbo:abstract,M1,M1,0,1,0.99582,1,0.99791,234.20683,0.06452,-15.369,0.00416,1,1,1,1,2,0.5,0.70711,0,0.70711,0,0.5,0.00418,0.99582,0.99582,0.00418,0.99582,0.5,0.70416,0,0.70119,0,0.49167
dbo:Place,dbo:thumbnail,M0,ANY,0,4,0.70916,1,0.84255,-1.09893,0.45496,-0.90435,0.20699,1,0,1,0,5,2,2.44949,-1.2,1.58114,0,2.5,0.00001,0.70862,0.70862,0.29114,0.70862,0.2,0.34261,1.59067,0.31101,1.5009,0.09673
dbo:Place,foaf:depiction,M0,ANY,0,3,0.709,1,0.8422,-1.14737,0.45455,-0.91549,0.20661,1,0,1,0,4,1.5,1.87083,-1.2,1.29099,0,1.66667,0,0.70871,0.70871,0.29114,0.70871,0.25,0.38309,0.25462,0.33518,1.15727,0.11235
dbo:Place,dbo:country,M0,ANY,0,25,0.66719,1,0.86886,26.19321,0.55658,0.84841,0.30978,2,0,1,0,14,8.78571,11.75646,-0.00042,8.10677,1.10271,65.71978,0,0.59184,0.59184,0.37148,0.59184,0.07143,0.18699,5.82977,0.17934,2.55049,0.03216
dbo:Place,dbo:populationTotal,M0,M1,0,2,0.61946,1,0.79278,-1.56592,0.49474,-0.37986,0.24477,1,0,1,0,3,1,1.29099,0,1,0,1,0.00452,0.61042,0.61042,0.38506,0.61042,0.33333,0.41669,0,0.30624,-0.7384,0.09379
dbo:Place,dbp:tipoSuperior,M0,ANY,0,6,0.55768,0,1.3946,5.14678,1.27824,2.43749,1.6339,5,0,0,0,7,3,3.60555,-1.2,2.16025,0,4.66667,0.00001,0.8006,0.8006,0.8006,0.01727,0.14286,0.30636,6.58505,0.29272,2.54911,0.08569
dbo:Place,dbo:postalCode,M0,ANY,0,14,0.49898,0,0.80453,2.61629,0.6311,1.06837,0.39829,2,0,1,0,13,6.23077,7.46788,-0.76339,4.28474,0.29336,18.35897,0,0.5722,0.5722,0.5722,0.35784,0.07692,0.18817,5.0903,0.17874,2.39946,0.03195
dbo:Place,dbo:areaCode,M0,ANY,0,12,0.48306,0,0.85193,0.87524,0.70174,1.17757,0.49245,2,0,1,0,11,5.36364,6.52965,-0.73368,3.90571,0.41655,15.25455,0,0.63704,0.63704,0.63704,0.24334,0.09091,0.20874,6.77717,0.19707,2.56204,0.03884
dbo:Place,dbo:timeZone,M0,ANY,0,3,0.48245,0,0.87968,-0.18,0.73558,1.16075,0.54108,2,0,1,0,4,1.5,1.87083,-1.2,1.29099,0,1.66667,0.00013,0.66311,0.66311,0.66311,0.19147,0.25,0.35266,2.73953,0.28722,1.50679,0.08249
dbo:Place,dbp:superior,M0,ANY,0,19,0.44709,0,1.27206,9.06747,1.19091,3.12323,1.41826,5,0,0,0,16,8.4375,10.32291,-0.95287,6.14241,0.4599,37.72917,0,0.80734,0.80734,0.80734,0.10727,0.0625,0.20412,15.20904,0.20068,3.86911,0.04027
dbo:Place,dbo:wikiPageOutDegree,M0,M1,0,1,0.36413,0,0.60343,-1.68107,0.48119,0.56474,0.23154,1,0,1,0,2,0.5,0.70711,0,0.70711,0,0.5,0.36413,0.63587,0.63587,0.63587,0.36413,0.5,0.51813,0,0.19215,0,0.03692
dbo:Place,dbo:wikiPageLength,M0,M1,0,1,0.36413,0,0.60343,-1.68107,0.48119,0.56474,0.23154,1,0,1,0,2,0.5,0.70711,0,0.70711,0,0.5,0.36413,0.63587,0.63587,0.63587,0.36413,0.5,0.51813,0,0.19215,0,0.03692
dbo:Place,dbo:wikiPageRevisionID,M0,M1,0,1,0.36413,0,0.60343,-1.68107,0.48119,0.56474,0.23154,1,0,1,0,2,0.5,0.70711,0,0.70711,0,0.5,0.36413,0.63587,0.63587,0.63587,0.36413,0.5,0.51813,0,0.19215,0,0.03692
dbo:Place,dbo:wikiPageID,M0,M1,0,1,0.36413,0,0.60343,-1.68107,0.48119,0.56474,0.23154,1,0,1,0,2,0.5,0.70711,0,0.70711,0,0.5,0.36413,0.63587,0.63587,0.63587,0.36413,0.5,0.51813,0,0.19215,0,0.03692
dbo:Place,foaf:isPrimaryTopicOf,M0,M1,0,1,0.36413,0,0.60343,-1.68106,0.48118,0.56475,0.23154,1,0,1,0,2,0.5,0.70711,0,0.70711,0,0.5,0.36413,0.63587,0.63587,0.63587,0.36413,0.5,0.51813,0,0.19216,0,0.03692
dbo:Place,http://www.w3.org/ns/prov#wasDerivedFrom,M0,M1,0,1,0.36413,0,0.60343,-1.68106,0.48118,0.56475,0.23154,1,0,1,0,2,0.5,0.70711,0,0.70711,0,0.5,0.36413,0.63587,0.63587,0.63587,0.36413,0.5,0.51813,0,0.19216,0,0.03692
dbo:Place,dbp:nombre,M0,ANY,0,75,0.33162,0,0.72224,938.88323,0.64161,15.12685,0.41167,2,0,1,0,41,22.46341,27.79323,1.70368,16.5697,1.11237,274.55488,0,0.69931,0.69931,0.69931,0.28036,0.02439,0.11769,30.08023,0.11657,5.37008,0.01359
dbo:Place,http://wikidata.dbpedia.org/property/superior,M0,ANY,0,19,0.33113,0,0.95069,10.11772,0.89116,3.11793,0.79416,4,0,0,0,16,8.4375,10.32291,-0.95287,6.14241,0.4599,37.72917,0,0.83447,0.83447,0.83447,0.08549,0.0625,0.21001,15.54802,0.20707,3.92406,0.04288
dbo:Place,http://dbpedia.org/property/superior,M0,ANY,0,19,0.26422,0,0.81926,11.68953,0.77548,3.31696,0.60137,3,0,0,0,15,7.8,9.59514,-0.48053,5.78421,0.60652,33.45714,0,0.86484,0.86484,0.86484,0.06666,0.06667,0.22425,14.72773,0.22163,3.82527,0.04912
dbo:Place,dbo:region,M0,M1,0,6,0.2395,0,0.49257,-0.10267,0.43042,1.28433,0.18526,1,0,0,0,6,2.83333,3.53553,-1.41777,2.31661,0.30029,5.36667,0,0.76202,0.76202,0.76202,0.23648,0.16667,0.32573,3.94984,0.30657,2.00911,0.09399
dbo:Place,dbp:población,M0,M1,0,18,0.23054,0,0.4808,4.2549,0.42193,1.38807,0.17802,1,0,0,0,5,4.8,8.22192,4.55882,7.46324,2.11161,55.7,0,0.76957,0.76957,0.76957,0.23036,0.2,0.35925,3.09873,0.33365,1.8039,0.11132
dbo:Place,dbp:horario,M0,ANY,0,4,0.22976,0,0.64413,5.5228,0.60176,2.57418,0.36211,2,0,0,0,5,2,2.44949,-1.2,1.58114,0,2.5,0,0.85658,0.85658,0.85658,0.06333,0.2,0.38555,4.84006,0.36852,2.19134,0.13581
dbo:Place,dbp:mapaLoc,M0,ANY,0,4,0.21958,0,0.52209,3.59468,0.47367,2.07562,0.22436,2,0,0,0,5,2,2.44949,-1.2,1.58114,0,2.5,0,0.80686,0.80686,0.80686,0.16676,0.2,0.36865,4.15412,0.34624,2.03,0.11988
dbo:Place,http://wikidata.dbpedia.org/property/tipoSuperior,M0,ANY,0,4,0.21817,0,0.59153,5.65954,0.54982,2.54525,0.30231,2,0,0,0,5,2,2.44949,-1.2,1.58114,0,2.5,0.00005,0.84476,0.84476,0.84476,0.0952,0.2,0.38104,4.75801,0.36261,2.1699,0.13149
dbo:Place,dbp:superficie,M0,M1,0,8,0.20786,0,0.45693,0.4812,0.40691,1.47512,0.16558,1,0,0,0,6,3,3.95811,1.66875,2.82843,1.19324,8,0,0.79249,0.79249,0.79249,0.20724,0.16667,0.33441,4.51652,0.31759,2.12287,0.10086
dbo:Place,dbp:poblaciónAño,M0,M1,0,3,0.19466,0,0.44316,0.65565,0.39812,1.58449,0.1585,1,0,0,0,4,1.5,1.87083,-1.2,1.29099,0,1.66667,0.00001,0.8062,0.8062,0.8062,0.19295,0.25,0.41448,2.74081,0.38175,1.68713,0.14573
dbo:Place,http://wikidata.dbpedia.org/property/poblaciónAño,M0,M1,0,3,0.1938,0,0.44052,0.44205,0.3956,1.5556,0.1565,1,0,0,0,4,1.5,1.87083,-1.2,1.29099,0,1.66667,0,0.80632,0.80632,0.80632,0.19355,0.25,0.41461,2.72921,0.38193,1.68448,0.14587
dbo:Place,http://wikidata.dbpedia.org/property/mapaLoc,M0,ANY,0,3,0.19099,0,0.45779,2.83047,0.41605,1.95295,0.1731,1,0,0,0,4,1.5,1.87083,-1.2,1.29099,0,1.66667,0.00001,0.8183,0.8183,0.8183,0.17242,0.25,0.41816,3.07626,0.38705,1.76484,0.14981
dbo:Place,http://wikidata.dbpedia.org/property/superficie,M0,M1,0,4,0.17853,0,0.42312,0.96254,0.38362,1.69577,0.14716,1,0,0,0,5,2,2.44949,-1.2,1.58114,0,2.5,0,0.8217,0.8217,0.8217,0.1781,0.2,0.37601,4.00074,0.35599,1.9978,0.12673
dbo:Place,http://dbpedia.org/property/poblaciónAño,M0,M1,0,3,0.16085,0,0.40108,1.41592,0.36742,1.84709,0.135,1,0,0,0,4,1.5,1.87083,-1.2,1.29099,0,1.66667,0,0.83916,0.83916,0.83916,0.16083,0.25,0.42722,3.20966,0.40002,1.79704,0.16002
dbo:Place,foaf:homepage,M0,ANY,0,3,0.1546,0,0.40309,3.35463,0.37227,2.1409,0.13858,1,0,0,0,4,1.5,1.87083,-1.2,1.29099,0,1.66667,0.00003,0.84931,0.84931,0.84931,0.1468,0.25,0.43096,3.37964,0.40534,1.8382,0.1643
dbo:MusicalWork,dbo:wikiPageWikiLink,M0,ANY,0,640,28.06072,15,38.63767,37.09982,26.56074,4.53596,705.47271,106,5,33,14,336,178.12202,213.10665,0.33845,117.16589,0.67478,13727.84477,0.00001,0.03821,0.03821,0.011,0.00015,0.00298,0.00826,9.74313,0.00772,3.21203,0.00006
dbo:MusicalWork,rdf:type,M1,ANY,6,11,8.59149,9,8.60953,2.94851,0.55701,-1.34424,0.31026,9,8,9,8,6,8.5,8.66987,-1.2,1.87083,0,3.5,0.00001,0.6142,0.6142,0,0,0.16667,0.29359,0.13774,0.26477,1.30833,0.0701
dbo:MusicalWork,dbo:title,M0,ANY,0,474,4.96272,0,10.12678,338.30994,8.82744,9.50589,77.92378,26,0,9,0,101,63.60396,92.99249,15.77424,68.17743,3.43619,4648.16158,0.00001,0.31922,0.31922,0.31922,0.28969,0.0099,0.04407,43.70788,0.04316,6.55637,0.00186
