Class	Property	Count	Min. Ann.	Max. Ann.	Min	Max	Mean	0	1	2	3	4	5	6	7	8	9	10	11	12	13
dbo:Organization	dbo:country	164068	M0	ANY	0	20	0.194163396	0.82526	0.15701	0.01687	0.00055	0.00015	0.00007	0	0.00002	0.00002	0.00001	0	0	0.00001	0.00001
dbo:Organization	dbo:location	164068	M0	ANY	0	31	0.182070849	0.89363	0.05139	0.03975	0.0122	0.00221	0.00041	0.00013	0.0001	0.00004	0.00002	0.00001	0.00002	0.00001	0.00001
dbo:Organization	dbp:label	164068	M0	ANY	0	55	0.165937294	0.91947	0.04582	0.01459	0.00837	0.00483	0.00285	0.00154	0.00091	0.00054	0.00036	0.00018	0.0002	0.00011	0.00006
dbo:Organization	dbp:city	164068	M0	ANY	0	68	0.163218909	0.85528	0.13204	0.01051	0.00143	0.00029	0.00015	0.00008	0.00004	0.00002	0.00002	0.00001	0.00004	0.00002	0
dbo:Organization	dbo:hometown	164068	M0	M1	0	9	0.155600117	0.91849	0.02614	0.03784	0.01666	0.00068	0.00013	0.00003	0.00002	0	0.00001	0	0	0	0
dbo:Organization	dbp:established	164068	M0	M1	0	16	0.1525526	0.85315	0.14312	0.00259	0.00072	0.00021	0.00012	0.00005	0.00001	0	0.00001	0	0.00001	0	0
dbo:MusicalWork	dbo:wikiPageWikiLink	203392	M0	ANY	0	2451	28.94424068	0.03974	0.00002	0.00026	0.00121	0.00328	0.00709	0.01155	0.0178	0.02303	0.02696	0.02968	0.03134	0.03133	0.03234
dbo:MusicalWork	rdf:type	203392	M1	ANY	1	24	9.422017582	0	0.00522	0.00249	0.00257	0.00277	0.00176	0.00124	0.01171	0.16212	0.33312	0.31983	0.10701	0.03584	0.00957
dbo:MusicalWork	dbp:wikiPageUsesTemplate	203392	M0	ANY	0	63	5.929456419	0.04009	0.01608	0.06036	0.10707	0.1603	0.15896	0.12703	0.09488	0.06606	0.04474	0.03207	0.02144	0.01518	0.01179
dbo:MusicalWork	owl:sameAs	203392	M0	ANY	0	121	4.486921806	0.05002	0.00099	0.03411	0.47275	0.17396	0.08167	0.04806	0.03182	0.02247	0.01579	0.01212	0.00919	0.0075	0.00652
dbo:MusicalWork	dc:subject	203392	M0	ANY	0	48	3.981941276	0.04019	0.04436	0.23444	0.21737	0.15687	0.0997	0.06701	0.04641	0.03104	0.02071	0.01316	0.00869	0.0056	0.00383
dbo:MusicalWork	dbp:length	203392	M0	M1	0	274	3.679195839	0.34026	0.38255	0.03202	0.01197	0.00952	0.0093	0.00824	0.00749	0.00794	0.01205	0.01908	0.02556	0.02451	0.022
dbo:MusicalWork	dbp:title	203392	M0	M1	0	722	3.454831065	0.66818	0.04948	0.02771	0.0156	0.01267	0.00952	0.00792	0.00674	0.00887	0.01059	0.02533	0.02406	0.02655	0.01839
dbo:MusicalWork	dbo:wikiPageWikiLinkText	203392	M0	ANY	0	90	1.827653005	0.05131	0.51258	0.2336	0.11485	0.04287	0.01853	0.00926	0.00505	0.00341	0.00202	0.00158	0.00091	0.00075	0.00058
dbo:MusicalWork	dbp:genre	203392	M0	ANY	0	34	1.462633732	0.15693	0.46976	0.21368	0.10355	0.03737	0.01229	0.00383	0.00139	0.00056	0.00032	0.00017	0.00004	0.00004	0.00003
dbo:MusicalWork	dbo:genre	203392	M0	ANY	0	33	1.458931521	0.1395	0.4832	0.22978	0.09931	0.03297	0.00986	0.00318	0.00114	0.00049	0.00027	0.00015	0.00005	0.00004	0.00003
dbo:MusicalWork	dbp:writer	203392	M0	ANY	0	144	1.153929358	0.70604	0.14202	0.04634	0.02534	0.01537	0.00915	0.00636	0.0052	0.00486	0.00484	0.00467	0.00433	0.00383	0.00336
dbo:MusicalWork	dbp:label	203392	M0	ANY	0	32	1.077628422	0.14891	0.68189	0.12992	0.02792	0.00766	0.00236	0.00071	0.0003	0.00017	0.00006	0.00002	0.00003	0.00001	0
dbo:MusicalWork	dbp:artist	203392	M0	ANY	0	40	0.996125708	0.08822	0.84595	0.05493	0.00724	0.00207	0.00077	0.00037	0.00019	0.00007	0.00006	0.00003	0.00001	0.00003	0
dbo:MusicalWork	foaf:name	203392	M1	ANY	0	51	0.972255546	0.04963	0.93571	0.01245	0.00125	0.00032	0.00015	0.00008	0.00005	0.00007	0.00005	0.00004	0.00001	0.00002	0.00003
dbo:MusicalWork	dbo:wikiPageOutDegree	203392	M1	M1	0	1	0.96026884	0.03973	0.96027	0	0	0	0	0	0	0	0	0	0	0	0
dbo:MusicalWork	dbo:wikiPageRevisionID	203392	M1	M1	0	1	0.96026884	0.03973	0.96027	0	0	0	0	0	0	0	0	0	0	0	0
dbo:MusicalWork	rdfs:label	203392	M1	M1	0	1	0.96026884	0.03973	0.96027	0	0	0	0	0	0	0	0	0	0	0	0
dbo:MusicalWork	prov:wasDerivedFrom	203392	M1	M1	0	1	0.96026884	0.03973	0.96027	0	0	0	0	0	0	0	0	0	0	0	0
dbo:MusicalWork	foaf:isPrimaryTopicOf	203392	M1	M1	0	1	0.96026884	0.03973	0.96027	0	0	0	0	0	0	0	0	0	0	0	0
dbo:MusicalWork	dbo:wikiPageID	203392	M1	M1	0	1	0.96026884	0.03973	0.96027	0	0	0	0	0	0	0	0	0	0	0	0
dbo:MusicalWork	dbo:wikiPageLength	203392	M1	M1	0	1	0.96026884	0.03973	0.96027	0	0	0	0	0	0	0	0	0	0	0	0
dbo:MusicalWork	dbp:rev	203392	M0	ANY	0	27	0.94065155	0.64273	0.17684	0.06826	0.03443	0.02026	0.01334	0.00922	0.00686	0.00532	0.00484	0.01425	0.00178	0.00096	0.00038
dbo:MusicalWork	dbp:name	203392	M0	ANY	0	81	0.931541064	0.09617	0.88695	0.01438	0.00126	0.00035	0.0002	0.00008	0.00007	0.00008	0.00006	0.00005	0.00003	0.00004	0.00004
dbo:MusicalWork	rdfs:comment	203392	M0	M1	0	1	0.92842393	0.07158	0.92842	0	0	0	0	0	0	0	0	0	0	0	0
dbo:MusicalWork	dbo:abstract	203392	M1	M1	0	1	0.92840918	0.07159	0.92841	0	0	0	0	0	0	0	0	0	0	0	0
dbo:MusicalWork	dbp:released	203392	M0	M1	0	44	0.926889947	0.14265	0.80716	0.04022	0.00677	0.00178	0.00062	0.00027	0.00009	0.00007	0.00006	0.00005	0.00003	0.00005	0.00003
dbo:MusicalWork	dbo:recordLabel	203392	M0	ANY	0	16	0.915409652	0.24345	0.62937	0.10312	0.01895	0.0036	0.001	0.00028	0.00013	0.00005	0.00002	0.00001	0.00001	0	0
dbo:MusicalWork	dbp:producer	203392	M0	ANY	0	41	0.859994493	0.35279	0.53472	0.07118	0.02254	0.00802	0.00358	0.0019	0.00135	0.00088	0.00071	0.00046	0.00049	0.00038	0.00028
dbo:MusicalWork	gold:hypernym	203392	M0	M1	0	1	0.832333622	0.16767	0.83233	0	0	0	0	0	0	0	0	0	0	0	0
dbo:MusicalWork	dbo:producer	203392	M0	ANY	0	30	0.803094517	0.46326	0.3894	0.09894	0.02415	0.00948	0.00494	0.00313	0.00206	0.00146	0.00089	0.00072	0.00053	0.00036	0.0002
dbo:MusicalWork	dbo:Work/runtime	203392	M0	M1	0	51	0.751116071	0.31422	0.63543	0.04082	0.00685	0.00168	0.00051	0.0002	0.00008	0.00008	0.00002	0.00003	0.00001	0	0
dbo:MusicalWork	dbo:runtime	203392	M0	M1	0	51	0.751116071	0.31422	0.63543	0.04082	0.00685	0.00168	0.00051	0.0002	0.00008	0.00008	0.00002	0.00003	0.00001	0	0
dbo:MusicalWork	dbp:cover	203392	M0	M1	0	26	0.745476715	0.26769	0.72153	0.00916	0.00119	0.00032	0.00005	0	0.00001	0	0	0	0	0	0
dbo:MusicalWork	dbo:artist	203392	M0	ANY	0	26	0.701315686	0.3223	0.66036	0.014	0.00215	0.00063	0.00025	0.00011	0.00005	0.00002	0.00003	0.00001	0.00001	0.00001	0
dbo:MusicalWork	dbp:type	203392	M0	ANY	0	7	0.694053847	0.33614	0.63514	0.02747	0.00107	0.00013	0.00003	0	0	0	0	0	0	0	0
dbo:MusicalWork	dbp:recorded	203392	M0	M1	0	37	0.6624646	0.45039	0.47652	0.05266	0.01171	0.00457	0.00188	0.00088	0.00055	0.00031	0.00012	0.00013	0.0001	0.00005	0.00001
dbo:MusicalWork	dbo:subsequentWork	203392	M0	M1	0	9	0.658501809	0.35202	0.63879	0.00822	0.0007	0.00023	0.00002	0.00001	0	0	0	0	0	0	0
dbo:MusicalWork	dbo:previousWork	203392	M0	M1	0	10	0.65341803	0.35644	0.63485	0.00783	0.00069	0.00017	0	0.00001	0	0	0	0	0	0	0
dbo:MusicalWork	dbo:releaseDate	203392	M0	M1	0	36	0.616843337	0.42604	0.54137	0.02708	0.00389	0.00085	0.00031	0.00014	0.00004	0.00005	0.00005	0.00003	0.00001	0.00002	0.00002
dbo:MusicalWork	dbp:note	203392	M0	ANY	0	192	0.61473411	0.86959	0.03596	0.02205	0.01535	0.01138	0.00872	0.00645	0.00536	0.00473	0.00377	0.00354	0.00257	0.00223	0.00162
dbo:Film	dbo:wikiPageWikiLink	146449	M0	ANY	0	4827	38.43248503	0.00983	0.00018	0.0021	0.00234	0.00333	0.005	0.0081	0.01215	0.01481	0.01637	0.01663	0.01732	0.01956	0.02139
dbo:Film	rdf:type	146449	M1	ANY	1	49	8.899036525	0	0.00848	0.01034	0.00854	0.03501	0.02696	0.01362	0.21862	0.023	0.3497	0.12494	0.06223	0.03584	0.0232
dbo:Film	dc:subject	146449	M0	ANY	0	98	7.246631933	0.02522	0.01883	0.03622	0.09943	0.10419	0.11429	0.11061	0.10462	0.09378	0.06996	0.05144	0.03808	0.02861	0.02203
dbo:Film	dbp:wikiPageUsesTemplate	146449	M0	ANY	0	73	6.911477716	0.01136	0.01478	0.02841	0.06707	0.11049	0.14108	0.15628	0.13708	0.09789	0.06995	0.046	0.03178	0.02191	0.01593
dbo:Film	owl:sameAs	146449	M0	ANY	0	120	5.909121947	0.0103	0.00618	0.05265	0.32409	0.20693	0.1112	0.06559	0.04266	0.03039	0.02354	0.01826	0.01397	0.01139	0.00905
dbo:Film	dbp:starring	146449	M0	ANY	0	71	2.571052039	0.34262	0.11008	0.09502	0.12554	0.12077	0.06809	0.05524	0.03019	0.0186	0.01132	0.00755	0.00523	0.00304	0.00175
dbo:Film	dbo:starring	146449	M0	ANY	0	65	2.289015289	0.37272	0.10602	0.11003	0.13223	0.11139	0.06248	0.04323	0.02293	0.014	0.00894	0.00552	0.00369	0.00216	0.00119
dbo:Film	dbo:wikiPageWikiLinkText	146449	M0	ANY	0	514	2.27567276	0.01877	0.53266	0.20245	0.10886	0.05395	0.02701	0.01467	0.00944	0.00616	0.00421	0.00344	0.00264	0.00205	0.0016
dbo:Film	dbo:wikiPageOutDegree	146449	M1	M1	0	1	0.990255994	0.00974	0.99026	0	0	0	0	0	0	0	0	0	0	0	0
dbo:Film	dbo:wikiPageRevisionID	146449	M1	M1	0	1	0.990255994	0.00974	0.99026	0	0	0	0	0	0	0	0	0	0	0	0
dbo:Film	rdfs:label	146449	M1	M1	0	1	0.990255994	0.00974	0.99026	0	0	0	0	0	0	0	0	0	0	0	0
dbo:Film	prov:wasDerivedFrom	146449	M1	M1	0	1	0.990255994	0.00974	0.99026	0	0	0	0	0	0	0	0	0	0	0	0
dbo:Film	foaf:isPrimaryTopicOf	146449	M1	M1	0	1	0.990255994	0.00974	0.99026	0	0	0	0	0	0	0	0	0	0	0	0
dbo:Film	dbo:wikiPageID	146449	M1	M1	0	1	0.990255994	0.00974	0.99026	0	0	0	0	0	0	0	0	0	0	0	0
dbo:Film	dbo:wikiPageLength	146449	M1	M1	0	1	0.990255994	0.00974	0.99026	0	0	0	0	0	0	0	0	0	0	0	0
dbo:Film	dbp:producer	146449	M0	ANY	0	33	0.982355632	0.41057	0.36723	0.1289	0.0526	0.02167	0.01043	0.00447	0.00198	0.001	0.00057	0.00026	0.00012	0.00008	0.00005
dbo:Film	rdfs:comment	146449	M0	M1	0	1	0.959405663	0.04059	0.95941	0	0	0	0	0	0	0	0	0	0	0	0
dbo:Film	dbo:abstract	146449	M1	M1	0	1	0.959385178	0.04061	0.95939	0	0	0	0	0	0	0	0	0	0	0	0
dbo:Film	dbp:writer	146449	M0	M1	0	66	0.95885257	0.46264	0.29674	0.15088	0.05474	0.0198	0.00713	0.00282	0.00143	0.00063	0.00049	0.00031	0.00038	0.00024	0.00023
dbo:Film	foaf:name	146449	M1	ANY	0	119	0.911368463	0.14527	0.80855	0.04097	0.00405	0.00042	0.00029	0.00014	0.00007	0.00004	0.00003	0.00003	0.00001	0.00002	0.00003
dbo:Film	dbo:wikiPageExternalLink	146449	M0	ANY	0	325	0.867981345	0.62028	0.20267	0.08573	0.03885	0.01952	0.01086	0.0061	0.004	0.00275	0.00191	0.00147	0.00105	0.00068	0.0007
dbo:Film	dbp:name	146449	M0	ANY	0	119	0.867080007	0.18178	0.77734	0.03804	0.00216	0.00028	0.00004	0.00005	0.00004	0.00002	0.00004	0.00002	0.00003	0.00002	0.00003
dbo:Film	gold:hypernym	146449	M0	M1	0	1	0.856209329	0.14379	0.85621	0	0	0	0	0	0	0	0	0	0	0	0
dbo:Film	dbp:director	146449	M0	ANY	0	26	0.832713095	0.24378	0.70514	0.03985	0.00612	0.0021	0.001	0.00072	0.0004	0.00028	0.0002	0.0001	0.00013	0.00006	0.00004
dbo:Film	dbp:language	146449	M0	M1	0	21	0.826724662	0.2539	0.67933	0.05767	0.00643	0.00165	0.00063	0.00018	0.00009	0.00004	0.00003	0.00002	0.00001	0	0
dbo:Film	dbp:country	146449	M0	ANY	0	21	0.776174641	0.27916	0.67838	0.03283	0.00738	0.00164	0.00044	0.00012	0.00003	0.00003	0	0	0	0	0
dbo:Film	dbo:writer	146449	M0	M1	0	15	0.727154163	0.53213	0.29035	0.12281	0.03721	0.0118	0.00359	0.00127	0.00044	0.00019	0.00006	0.00003	0.00004	0.00003	0.00001
dbo:Film	dbp:title	146449	M0	M1	0	608	0.691230394	0.73994	0.21151	0.00864	0.00355	0.00326	0.00595	0.00608	0.00326	0.00202	0.00117	0.00104	0.0009	0.00116	0.00101
dbo:Film	dbo:director	146449	M0	ANY	0	26	0.683541711	0.36519	0.59966	0.0294	0.00304	0.00104	0.00056	0.00038	0.00023	0.00013	0.00013	0.00008	0.00008	0.00001	0.00003
dbo:Film	dbp:runtime	146449	M0	M1	0	20	0.603042697	0.41205	0.57645	0.00953	0.00117	0.00053	0.00011	0.00007	0.00005	0	0.00001	0.00002	0	0.00001	0
dbo:Film	dbp:music	146449	M0	ANY	0	30	0.599860702	0.51747	0.41322	0.04634	0.01229	0.00588	0.00203	0.00091	0.00054	0.0004	0.00025	0.00016	0.00013	0.0001	0.00005
dbo:Film	dbo:Work/runtime	146449	M0	M1	0	11	0.582789913	0.43106	0.5574	0.01003	0.00109	0.00025	0.00009	0.00004	0.00003	0	0.00001	0.00001	0.00001	0	0
dbo:Film	dbo:runtime	146449	M0	M1	0	11	0.582789913	0.43106	0.5574	0.01003	0.00109	0.00025	0.00009	0.00004	0.00003	0	0.00001	0.00001	0.00001	0	0
dbo:Film	dbp:cinematography	146449	M0	ANY	0	17	0.579710343	0.47501	0.48426	0.0319	0.00627	0.00146	0.00051	0.00029	0.00011	0.00006	0.00005	0.00005	0.00001	0.00001	0.00002
dbo:Film	dbo:producer	146449	M0	ANY	0	21	0.545575593	0.61082	0.28228	0.07509	0.02135	0.00649	0.00237	0.00087	0.00034	0.00018	0.00008	0.00005	0.00002	0.00003	0
dbo:Film	dbp:distributor	146449	M0	ANY	0	26	0.527091342	0.54713	0.39907	0.0407	0.00907	0.00252	0.0009	0.00028	0.00012	0.00006	0.00003	0.00004	0.00004	0.00001	0.00001
dbo:Film	dbp:editing	146449	M0	ANY	0	13	0.490054558	0.57212	0.37863	0.03995	0.00708	0.00149	0.00042	0.00014	0.00008	0.00002	0.00001	0.00002	0.00001	0	0.00001
dbo:Film	dbp:studio	146449	M0	ANY	0	22	0.421887483	0.69544	0.23766	0.03864	0.01642	0.00681	0.00268	0.00117	0.00055	0.00022	0.00017	0.0001	0.00003	0.00005	0.00003
dbo:Film	dbo:musicComposer	146449	M0	ANY	0	21	0.418507467	0.63881	0.3197	0.03181	0.00658	0.00188	0.00057	0.00024	0.00017	0.00009	0.00004	0.00002	0.00001	0.00001	0.00001
dbo:Film	dbo:distributor	146449	M0	ANY	0	13	0.383901563	0.65901	0.30622	0.02912	0.00417	0.00096	0.00032	0.0001	0.00005	0.00003	0.00002	0	0	0.00001	0.00001
dbo:Sport	dbo:wikiPageWikiLink	1958	M0	ANY	0	1654	56.06639428	0.01532	0.00051	0.0046	0.00664	0.0097	0.01839	0.02145	0.01941	0.02043	0.02758	0.02707	0.02707	0.03115	0.02349
dbo:Sport	owl:sameAs	1958	M0	ANY	0	119	10.91879469	0.02503	0.00715	0.07967	0.26864	0.12921	0.06793	0.05158	0.02962	0.03269	0.02247	0.02094	0.01226	0.01021	0.0143
dbo:Sport	dbo:wikiPageWikiLinkText	1958	M0	ANY	0	255	9.750766088	0.04597	0.18999	0.17314	0.11236	0.06844	0.0475	0.03575	0.03473	0.02349	0.02094	0.01583	0.01481	0.01736	0.00919
dbo:Sport	dbp:wikiPageUsesTemplate	1958	M0	ANY	0	141	6.57814096	0.03473	0.07201	0.11083	0.12308	0.12411	0.09602	0.08631	0.06282	0.05056	0.04392	0.03166	0.02707	0.01634	0.0189
dbo:Sport	rdf:type	1958	M1	ANY	1	21	3.979060266	0	0.28601	0.17109	0.12615	0.07967	0.05312	0.06691	0.06537	0.05056	0.03575	0.01788	0.01073	0.00766	0.00613
dbo:Sport	dbo:wikiPageExternalLink	1958	M0	ANY	0	176	3.864657814	0.28141	0.16956	0.11696	0.08427	0.07201	0.05669	0.05056	0.03473	0.02145	0.02503	0.0143	0.01021	0.00664	0.00868
dbo:Sport	dc:subject	1958	M0	ANY	0	17	2.748212462	0.01685	0.28345	0.25332	0.17722	0.11032	0.07354	0.04086	0.01788	0.01175	0.00715	0.00306	0.00153	0.00153	0.00051
dbo:Sport	dbo:wikiPageOutDegree	1958	M1	M1	0	1	0.985188968	0.01481	0.98519	0	0	0	0	0	0	0	0	0	0	0	0
dbo:Sport	dbo:wikiPageRevisionID	1958	M1	M1	0	1	0.985188968	0.01481	0.98519	0	0	0	0	0	0	0	0	0	0	0	0
dbo:Sport	rdfs:label	1958	M1	M1	0	1	0.985188968	0.01481	0.98519	0	0	0	0	0	0	0	0	0	0	0	0
dbo:Sport	prov:wasDerivedFrom	1958	M1	M1	0	1	0.985188968	0.01481	0.98519	0	0	0	0	0	0	0	0	0	0	0	0
dbo:Sport	foaf:isPrimaryTopicOf	1958	M1	M1	0	1	0.985188968	0.01481	0.98519	0	0	0	0	0	0	0	0	0	0	0	0
dbo:Sport	dbo:wikiPageID	1958	M1	M1	0	1	0.985188968	0.01481	0.98519	0	0	0	0	0	0	0	0	0	0	0	0
dbo:Sport	dbo:wikiPageLength	1958	M1	M1	0	1	0.985188968	0.01481	0.98519	0	0	0	0	0	0	0	0	0	0	0	0
dbo:Sport	dbo:abstract	1958	M1	M1	0	1	0.981103166	0.0189	0.9811	0	0	0	0	0	0	0	0	0	0	0	0
dbo:Sport	rdfs:comment	1958	M1	M1	0	1	0.981103166	0.0189	0.9811	0	0	0	0	0	0	0	0	0	0	0	0
dbo:Sport	gold:hypernym	1958	M0	M1	0	1	0.954545455	0.04545	0.95455	0	0	0	0	0	0	0	0	0	0	0	0
dbo:Sport	dbo:thumbnail	1958	M0	M1	0	1	0.516343207	0.48366	0.51634	0	0	0	0	0	0	0	0	0	0	0	0
dbo:Sport	foaf:depiction	1958	M0	M1	0	1	0.516343207	0.48366	0.51634	0	0	0	0	0	0	0	0	0	0	0	0
dbo:Sport	dbp:first	1958	M0	ANY	0	200	0.229826353	0.87487	0.12155	0.00306	0	0	0	0	0	0	0	0	0	0	0
dbo:Sport	rdfs:seeAlso	1958	M0	ANY	0	9	0.203268641	0.90858	0.03728	0.02809	0.01226	0.00358	0.00562	0.00255	0.00153	0	0.00051	0	0	0	0
dbo:Sport	dbp:caption	1958	M0	ANY	0	8	0.181818182	0.84883	0.1379	0.00664	0.00204	0.00153	0.00153	0.00051	0.00051	0.00051	0	0	0	0	0
dbo:Sport	dbp:union	1958	M0	ANY	0	4	0.164453524	0.84883	0.14249	0.00511	0.00255	0.00102	0	0	0	0	0	0	0	0	0
dbo:Sport	dbp:nationalList	1958	M0	ANY	0	6	0.159856997	0.95301	0.00409	0.0046	0.01124	0.02298	0.00358	0.00051	0	0	0	0	0	0	0
dbo:Sport	dbp:name	1958	M0	M1	0	11	0.15628192	0.85904	0.13381	0.00511	0.00051	0	0.00102	0	0	0	0	0	0.00051	0	0
dbo:Sport	dbp:imagesize	1958	M0	M1	0	1	0.150153218	0.84985	0.15015	0	0	0	0	0	0	0	0	0	0	0	0
dbo:Sport	dbo:equipment	1958	M0	ANY	0	9	0.13278856	0.93922	0.02809	0.01175	0.01073	0.00664	0.00153	0.00102	0	0.00051	0.00051	0	0	0	0
dbo:Sport	foaf:name	1958	M0	ANY	0	5	0.13278856	0.88151	0.10827	0.00868	0	0.00051	0.00102	0	0	0	0	0	0	0	0
dbo:Sport	dbp:picknum	1958	M0	ANY	0	257	0.131256384	0.99949	0	0	0	0	0	0	0	0	0	0	0	0	0
dbo:Sport	foaf:homepage	1958	M0	M1	0	2	0.129724208	0.8713	0.12768	0.00102	0	0	0	0	0	0	0	0	0	0	0
dbo:Sport	dbp:last	1958	M0	ANY	0	234	0.119509704	0.99949	0	0	0	0	0	0	0	0	0	0	0	0	0
dbo:Sport	dbp:team	1958	M0	ANY	0	32	0.114913177	0.91062	0.0858	0.00204	0	0	0	0	0.00051	0	0	0.00051	0	0	0
dbo:Sport	dbp:category	1958	M0	ANY	0	5	0.102655771	0.91216	0.07661	0.00868	0.00204	0	0.00051	0	0	0	0	0	0	0	0
dbo:Sport	dbp:olympic	1958	M0	ANY	0	3	0.091419816	0.91879	0.07303	0.00613	0.00204	0	0	0	0	0	0	0	0	0	0
dbo:Sport	dbp:country	1958	M0	ANY	0	2	0.08784474	0.91318	0.0858	0.00102	0	0	0	0	0	0	0	0	0	0	0
dbo:Sport	dbp:equipment	1958	M0	ANY	0	4	0.084780388	0.9428	0.04443	0.00255	0.00562	0.0046	0	0	0	0	0	0	0	0	0
dbo:Sport	dbo:sportGoverningBody	1958	M0	ANY	0	3	0.084269663	0.92441	0.06946	0.00358	0.00255	0	0	0	0	0	0	0	0	0	0
dbo:Sport	dbp:sport	1958	M0	M1	0	1	0.082226762	0.91777	0.08223	0	0	0	0	0	0	0	0	0	0	0	0
dbo:Sport	dbp:contact	1958	M0	M1	0	1	0.077630235	0.92237	0.07763	0	0	0	0	0	0	0	0	0	0	0	0
dbo:Sport	dbp:mgender	1958	M0	M1	0	1	0.076098059	0.9239	0.0761	0	0	0	0	0	0	0	0	0	0	0	0
dbo:MeanOfTransportation	dbo:wikiPageWikiLink	57779	M0	ANY	0	887	34.81176552	0.06224	0.00009	0.00024	0.00111	0.00253	0.00467	0.00763	0.01021	0.0139	0.01572	0.01895	0.02058	0.02243	0.02489
dbo:MeanOfTransportation	dbp:wikiPageUsesTemplate	57779	M0	ANY	0	114	8.824572942	0.06354	0.00526	0.01111	0.02406	0.04545	0.07395	0.09612	0.10461	0.0991	0.09746	0.08505	0.06523	0.05139	0.0388
dbo:MeanOfTransportation	rdf:type	57779	M1	ANY	1	23	8.065612074	0	0.00877	0.00656	0.00621	0.00379	0.08384	0.17989	0.15049	0.13533	0.15549	0.11937	0.07733	0.04085	0.01829
dbo:MeanOfTransportation	owl:sameAs	57779	M0	ANY	0	110	5.915834473	0.07127	0.00157	0.01783	0.2012	0.25013	0.11997	0.07946	0.05585	0.03936	0.02897	0.02309	0.01781	0.01312	0.01102
dbo:MeanOfTransportation	dc:subject	57779	M0	ANY	0	32	4.346665744	0.06262	0.06435	0.13167	0.15099	0.17195	0.1374	0.09533	0.06646	0.04249	0.02866	0.01964	0.01201	0.00654	0.00343
dbo:MeanOfTransportation	dbo:wikiPageWikiLinkText	57779	M0	ANY	0	306	3.702002458	0.09047	0.23261	0.223	0.15213	0.09808	0.05852	0.03595	0.0233	0.01523	0.01083	0.00862	0.00711	0.00573	0.00421
dbo:MeanOfTransportation	dbo:wikiPageExternalLink	57779	M0	ANY	0	196	1.528081137	0.42489	0.22529	0.15161	0.08597	0.04152	0.02426	0.01347	0.00919	0.00587	0.00403	0.00292	0.00182	0.00147	0.00106
dbo:MeanOfTransportation	dbo:wikiPageOutDegree	57779	M1	M1	0	2	0.937780162	0.06224	0.93775	0.00002	0	0	0	0	0	0	0	0	0	0	0
dbo:MeanOfTransportation	dbo:wikiPageRevisionID	57779	M1	M1	0	2	0.937780162	0.06224	0.93775	0.00002	0	0	0	0	0	0	0	0	0	0	0
dbo:MeanOfTransportation	prov:wasDerivedFrom	57779	M1	M1	0	2	0.937780162	0.06224	0.93775	0.00002	0	0	0	0	0	0	0	0	0	0	0
dbo:MeanOfTransportation	dbo:wikiPageID	57779	M1	M1	0	2	0.937780162	0.06224	0.93775	0.00002	0	0	0	0	0	0	0	0	0	0	0
dbo:MeanOfTransportation	dbo:wikiPageLength	57779	M1	M1	0	2	0.937780162	0.06224	0.93775	0.00002	0	0	0	0	0	0	0	0	0	0	0
dbo:MeanOfTransportation	rdfs:label	57779	M1	M1	0	1	0.937762855	0.06224	0.93776	0	0	0	0	0	0	0	0	0	0	0	0
dbo:MeanOfTransportation	foaf:isPrimaryTopicOf	57779	M1	M1	0	1	0.937762855	0.06224	0.93776	0	0	0	0	0	0	0	0	0	0	0	0
dbo:MeanOfTransportation	foaf:name	57779	M0	ANY	0	20	0.925751571	0.33393	0.5197	0.09503	0.02523	0.01132	0.00635	0.00346	0.00218	0.00107	0.00066	0.0004	0.00021	0.00014	0.0001
dbo:MeanOfTransportation	rdfs:comment	57779	M0	M1	0	1	0.922411257	0.07759	0.92241	0	0	0	0	0	0	0	0	0	0	0	0
dbo:MeanOfTransportation	dbo:abstract	57779	M1	M1	0	1	0.922359335	0.07764	0.92236	0	0	0	0	0	0	0	0	0	0	0	0
dbo:MeanOfTransportation	gold:hypernym	57779	M0	M1	0	1	0.812752038	0.18725	0.81275	0	0	0	0	0	0	0	0	0	0	0	0
dbo:MeanOfTransportation	dbo:builder	57779	M0	ANY	0	13	0.642257568	0.61264	0.18725	0.15333	0.04166	0.00334	0.001	0.00066	0.00005	0.00002	0.00002	0.00002	0	0	0.00002
dbo:MeanOfTransportation	dbo:thumbnail	57779	M0	M1	0	1	0.611415912	0.38858	0.61142	0	0	0	0	0	0	0	0	0	0	0	0
dbo:MeanOfTransportation	foaf:depiction	57779	M0	M1	0	1	0.611415912	0.38858	0.61142	0	0	0	0	0	0	0	0	0	0	0	0
dbo:MeanOfTransportation	dbo:length	57779	M0	M1	0	6	0.591027882	0.41666	0.57711	0.00509	0.00092	0.00016	0.00005	0.00002	0	0	0	0	0	0	0
dbo:MeanOfTransportation	dbo:MeanOfTransportation/length	57779	M0	M1	0	6	0.588656778	0.41898	0.57485	0.00504	0.00092	0.00016	0.00005	0.00002	0	0	0	0	0	0	0
dbo:MeanOfTransportation	dbp:shipBuilder	57779	M0	ANY	0	5	0.561380432	0.61687	0.2405	0.1084	0.03292	0.00125	0.00007	0	0	0	0	0	0	0	0
dbo:MeanOfTransportation	dbo:status	57779	M0	M1	0	11	0.491406913	0.59563	0.34023	0.04933	0.00995	0.00298	0.00114	0.00043	0.00017	0.00007	0.00002	0.00003	0.00002	0	0
